product_id,name,description,price,brand,category,subcategory,category_path,type,image_url
2390142,"Speck - ToughSkin Duo Case for Apple® iPhone® SE, 5s and 5 - Pomodoro Red/Black","Compatible with Apple iPhone SE, 5s and 5; slim, flexible inner shell; ultrarugged, rubbery outer layer; detachable, rotating holster",59.99,Speck,Cell Phones,iPhone Cases & Clips,Cell Phones > Cell Phone Accessories > iPhone Accessories > iPhone Cases & Clips,HardGood,http://img.bbystatic.com/BestBuy_US/images/pac/products/1309/1309762811/1309762811_sa.jpg
8037276,"SunBrite TV - Premium Dust Cover for SunBrite TV SB-4217HD 42"" Outdoor TVs - Gray","SUNBRITE TV Premium Dust Cover for SunBrite TV SB-4217HD 42"" Outdoor TVs: Designed to fit SunBrite TV SB-4217HD 42"" outdoor TVs; 4-ply polypropylene fabric; UV-resistant; weatherproof; hook-and-loop straps",94.98,SunBrite TV,TV & Home Theater,TV & Media Cleaning & Care,TV & Home Theater > TV & Home Theater Accessories > TV & Media Cleaning & Care,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/8037/8037276_sa.jpg
5086559,BioLite - SolarPanel 5 - Black,Compatible with most USB-chargeable devices; 5 Watt; Auto reconnect; Ultraslim design,59.99,BioLite,Connected Home & Housewares,Outdoor Lighting,Connected Home & Housewares > Housewares > Outdoor Living > Outdoor Lighting,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/5086/5086559_sa.jpg
1472084,Wizards of Waverly Place: Spellbound - Nintendo DS,Find the dress before the big fashion show,14.99,Disney Interactive Studios,Video Games,Nintendo DS Games,Video Games > Nintendo DS > Nintendo DS Games,Game,http://img.bbystatic.com/BestBuy_US/images/products/1472/1472084_sa.jpg
1440138,"Whirlpool - 30"" Self-Cleaning Slide-In Electric Convection Range - Black Ice","Touch-activated electronic controls; 5 elements; 100W, 700W, 1200W, 2500W and 3200W elements; AccuBake temperature management system; Frozen Bake and TimeSavor Plus technologies; AquaLift self-cleaning system",1799.99,Whirlpool,Appliances,Electric Ranges,"Appliances > Ranges, Cooktops & Ovens > Ranges > Electric Ranges",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1440/1440138_sa.jpg
2564725,Junior Classic Books & Fairy Tales - PRE-OWNED - Nintendo DS,Bring the library to the palm of your hand,9.99,Virtual Play Games,Video Games,Pre-Owned Games,Video Games > Pre-Owned Games,Game,http://img.bbystatic.com/BestBuy_US/images/products/2564/2564725_sa.jpg
4353532,Collective Minds - CHATBOOST for PlayStation 4 - Black,Easily text at will while gaming with this keyboard,29.99,Collective Minds,Video Games,PS4 Headsets,Video Games > PlayStation 4 > PS4 Accessories > PS4 Headsets,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4353/4353532_sa.jpg
4403610,TP-LINK - Ethernet Cable Modem - Black,"TP-LINK Ethernet Cable Modem: Compatible with XFINITY, Time Warner Cable and Cablevision; CableLabs Certified DOCSIS 3.0 compatible; Gigabit Ethernet port; IPv4 and IPv6 dual stack; up to 343 Mbps downstream speeds; up to 143 Mbps upstream speeds",59.99,TP-LINK,Computers & Tablets,DSL & Cable Modems and Gateways,Computers & Tablets > Networking & Wireless > DSL & Cable Modems and Gateways,HardGood,http://img.bbystatic.com/BestBuy_US/images/pac/products/1313/1313275895/1313275895_sa.jpg
6301112,"LG - 30"" Self-Cleaning Freestanding Slide-In Electric Convection Range - Stainless Steel",Smooth-touch controls; 4 elements; simmer element; 1200-3000W of power; EvenJet fan convection technology; hidden bake element; built-in storage drawer,1799.99,LG,Appliances,Electric Ranges,"Appliances > Ranges, Cooktops & Ovens > Ranges > Electric Ranges",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/6301/6301112_sa.jpg
8267261,Case Logic - 24-Disc CD/DVD Album - Black,Holds up to 24 CDs or DVDs; Koskin material; zipper closure; binder design,9.99,Case Logic,TV & Home Theater,Small,"TV & Home Theater > TV Stands, Mounts & Furniture > CD & DVD Media Storage > Portable CD & DVD Storage > Small",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/8267/8267261_sa.jpg
1403938,Lenmar - Lithium-ion Battery for LG Lotus LX600 Mobile Phones - Black,From our expanded online assortment; compatible with LG Lotus LX600 mobile phones; 3.7V of power; 900 mAh capacity,16.99,Lenmar,Cell Phones,Internal Batteries,Cell Phones > Cell Phone Accessories > Cell Phone Batteries & Power > Internal Batteries,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1403/1403938_sa.jpg
7370115,RockDoc - Pitbull BLUETOOTH Portable 2-Way Speaker For Most Bluetooth-Enabled Devices - Silver,"Compatible with most Bluetooth-enabled devices; 6W RMS power; microSD card slot; two 1-7/8"" aluminum-vibration-film speakers; headphone jack",59.99,RockDoc,Audio,Bluetooth & Wireless Speakers,Audio > Bluetooth & Wireless Speakers,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/7370/7370115_sa.jpg
4289925,Real Flame - Hillcrest Gel Fireplace - White,"REAL FLAME Hillcrest Gel Fireplace: Requires three 13-oz. cans of Real Flame gel fuel (not included); 3,000 BTUs of heat; solid wood and MDF veneer construction; hand-painted, cast-concrete log",599.99,Real Flame,Appliances,Gel Fuel Fireplaces,"Appliances > Heating, Cooling & Air Quality > Fireplaces > Gel Fuel Fireplaces",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4289/4289925_sa.jpg
9600475,Celestron - Nature DX 8 x 25 Compact Waterproof Binoculars - Green,"8x magnification; waterproof, nitrogen-purged housing; 25mm diameter; phase-coated BaK-4 prisms; fully multicoated optics",94.99,Celestron,Cameras & Camcorders,Binoculars,"Cameras & Camcorders > Binoculars, Telescopes & Optics > Binoculars",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/9600/9600475_rc.jpg
8874188,Epson - VS345 WXGA 3LCD Projector - White/Black,3LCD1280 x 800 WXGA resolution3000 lumens white brightness3000 lumens color brightness16:10 aspect ratio,459.99,Epson,TV & Home Theater,Projectors,TV & Home Theater > Projectors & Screens > Projectors,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/8874/8874188_sa.jpg
9438058,Metra - Installation Kit for Select Vehicles - Black,"From our expanded online assortment; designed for select GM, Buick, Cadillac, Chevrolet, GMC, Oldsmobile, Pontiac and Saturn vehicles; telescoping design",16.99,Metra,Car Electronics & GPS,Dash Installation Kits,Car Electronics & GPS > Car Installation Parts & Accessories > Car Audio Installation Parts > Deck Installation Parts > Dash Installation Kits,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/9438/9438058_rc.jpg
7055259,Wipeout 3 - PRE-OWNED - Nintendo Wii U,"Try not to Wipeout as you take on wet, wild and wacky obstacles",19.99,Activision,Video Games,Pre-Owned Games,Video Games > Pre-Owned Games,Game,http://img.bbystatic.com/BestBuy_US/images/products/7055/7055259_sa.jpg
5080507,Sony - h.ear MDR-EX750BT In-Ear Behind-The-Neck Mount Wireless Headphones - Lime yellow,"9mm drivers; Dynamic technology; includes carrying pouch, ear-buds and clip; in-line microphone; Bluetooth technology; 3.5mm connector; 39.4"" cord",199.99,Sony,Audio,Headphones,Audio > Headphones,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/5080/5080507_sa.jpg
4358535,Octane Seating - Turbo XL700 3-Seat Straight Power Recline Home Theater Seating - Black,OCTANE SEATING Turbo XL700 3-Seat Straight Power Recline Home Theater Seating: Bonded leather upholstery; padded lumbar support; power reclining; chaise-style footrest; blue LED cupholders and base lighting; removable swivel tray tables,1949.98,Octane Seating,Connected Home & Housewares,Home Theater Seating,Connected Home & Housewares > Furniture & Decor > Home Theater Furniture > Home Theater Seating,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4358/4358535_sa.jpg
5209064,La Cuisine - Pro Cast-Iron Round Covered Casserole - Blue,LA CUISINE Pro Cast-Iron Round Covered Casserole: Protech Plus enamel coating; wedge-profile handles; scratch- and stain-resistant design; stainless-steel knob; cast-iron construction; easy to clean,209.99,La Cuisine,Appliances,Bakeware,"Appliances > Small Kitchen Appliances > Cookware, Bakeware & Cutlery > Bakeware",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/5209/5209064_rc.jpg
8023106,Kensington - Triple Trek Ultrabook Laptop Tote - Black,KENSINGTON Triple Trek Ultrabook Laptop Tote: Compatible with select Ultrabook laptops; fleece-lined compartments; hidden pocket; strengthened shoulder straps; built-in tablet stand,69.99,Kensington,Computers & Tablets,Laptop Bags & Cases,Computers & Tablets > Computer Accessories & Peripherals > Laptop Accessories > Laptop Bags & Cases,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/8023/8023106_sa.jpg
4575001,Blood Bowl II - PRE-OWNED - PlayStation 4,"Dominate the gridiron in brutal, action-packed matches",19.99,Focus Home Interactive,Video Games,Pre-Owned Games,Video Games > Pre-Owned Games,Game,http://img.bbystatic.com/BestBuy_US/images/products/4575/4575001_sa.jpg
1098489,WireWay - PRE-OWNED - Nintendo DS,Use wires to help a mischievous alien on a mission,4.99,Konam,Video Games,Pre-Owned Games,Video Games > Pre-Owned Games,Game,http://img.bbystatic.com/BestBuy_US/images/products/1098/1098489_sa.jpg
3823017,LeapFrog - Disney Planes Interactive Storybook - Multi,Compatible with LeapPad learning tablets; helps your child develop reading and vocabulary skills; 3 story complexity levels; 6 learning games; 3 mini games; ages 4 to 7,24.99,LeapFrog,"Toys, Games & Drones",Educational Games,"Toys, Games & Drones > Learning & Education > Educational Games",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3823/3823017_sa.jpg
9425473,Lenmar - Lithium-Ion Battery for Select Cordless Phones - Yellow,3.6V power; 700 mAh rating; replaces select cordless phone batteries,9.99,Lenmar,Connected Home & Housewares,Cordless Phone Batteries,Connected Home & Housewares > Telephones & Communication > Telephone Accessories > Cordless Phone Batteries,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/9425/9425473_rc.jpg
5088600,"Dell - XPS 13.3"" Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Silver","Windows 10Technical details: 6th Gen Intel&#174; Core&#8482; i5 processor; 13.3"" display; 8GB memory; 128GB solid state driveSpecial features: Bluetooth; backlit keyboardNote: DVD/CD drive not included",999.99,Dell,Computers & Tablets,PC Laptops,Computers & Tablets > Laptops > All Laptops > PC Laptops,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/5088/5088600_sa.jpg
4769253,Hama - MicroCube Wall Charger - Bright White,HAMA MicroCube Wall Charger: Compatible with select Apple&#174; devices; SmartCircuit technology; 12W/2.4-amp output; compact size,19.99,Hama,Cell Phones,Wall Chargers & Power Adapters,"Cell Phones > Cell Phone Accessories > Adapters, Cables & Chargers > Wall Chargers & Power Adapters",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4769/4769253_sa.jpg
4573111,"Pioneer - Champion 10"" Single-Voice-Coil 4-Ohm Subwoofer - Black",1200W maximum power handling (350W RMS); IMPP composite cone; dual-layer elastic polymer surround; single-piece basket design,100.99,Pioneer,Car Electronics & GPS,Car Subwoofers,Car Electronics & GPS > Car Audio > Car Subwoofers & Enclosures > Car Subwoofers,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4573/4573111_sa.jpg
3700476,Epson - Perfection V39 Flatbed Color Image Scanner - Black,4800 dpi optical resolutionScan speeds as little as 10 secondsUSB 2.0 interfaceEasy Photo Fix technologyAdvanced digital dust correctionBuilt-in kickstand,99.99,Epson,Connected Home & Housewares,Flatbed Scanners,"Connected Home & Housewares > Scanners, Faxes & Copiers > Flatbed Scanners",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3700/3700476_sa.jpg
4338609,Bose® - SoundSport® In-Ear Headphones (iOS) - Frost,TriPort&#174; technology; StayHear&#174; ear tips; in-line microphone; in-line control for select Apple&#174; iPhone&#174; devices; sweat- and weather-resistant; lightweight carrying case included,129.99,Bose®,Audio,Earbud & In-Ear Headphones,Audio > Headphones > Earbud & In-Ear Headphones,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4338/4338609_sa.jpg
4763039,Axe Heaven - Fender Twin-Reverb Ornamental Amplifier Model - Black/Gray/White,AXE HEAVEN Fender Twin-Reverb Ornamental Amplifier Model: Metal wire mesh front; mahogany amp box; control knobs; speaker detail,36.99,Axe Heaven,Musical Instruments,Electric Guitar Amps,Musical Instruments > Amps & Effects > Electric Guitar Amps,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4763/4763039_sa.jpg
2679035,Wipeout: Create & Crash - PRE-OWNED - Nintendo Wii,Create your own Wipeout course like you've always wanted,14.99,Activision,Video Games,Pre-Owned Games,Video Games > Pre-Owned Games,Game,http://img.bbystatic.com/BestBuy_US/images/products/2679/2679035_sa.jpg
2562139,Body Glove - Shock Suit for Samsung Galaxy S 4 Cell Phones - Midnight Blue/Powder Blue,BODY GLOVE Shock Suit for Samsung Galaxy S 4 Cell Phones: Compatible with Samsung Galaxy S 4 cell phones; nonslip grip; shock-absorbent construction; rigid inner structure; hard shell exterior,34.99,Body Glove,Cell Phones,Cell Phone Cases & Clips,Cell Phones > Cell Phone Accessories > Cell Phone Cases & Clips,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/2562/2562139_sa.jpg
4948900,Griffin Technology - Survivor Slim Case for iPad Air 2 - Gray/Mint,Designed for use with Apple iPad Air 2; polycarbonate material with silicone bumper; slim-design; impact-resistant; shock-absorbent; screen protection; integrated kick-stand; nonslip grip,79.99,Griffin Technology,Computers & Tablets,"Cases, Covers & Keyboard Folios","Computers & Tablets > iPad & Tablet Accessories > Cases, Covers & Keyboard Folios",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4948/4948900_sa.jpg
2588064,KitchenAid - Diamond 5-Speed Blender - Metallic Chrome,CleanTouch control panel; 5 speed settings; crush ice mode; Soft Start feature; 60-oz. pitcher; auto shutoff; stay-put lid; nonslip pitcher handle; dishwasher safe,149.99,KitchenAid,Appliances,Full-Size Blenders,Appliances > Small Kitchen Appliances > Blenders & Juicers > Blenders > Full-Size Blenders,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/2588/2588064_rc.jpg
4848810,CybertronPC - Hellion Desktop - AMD FX-Series - 16GB Memory - 1TB Hard Drive - Blue,Windows 10Technical details: AMD FX-Series processor; 16GB memory; 1TB hard driveSpecial features: 3D-ready; 2GB dedicated graphics; built-in wireless networking; HDMI output,699.99,CybertronPC,Computers & Tablets,All Desktops,Computers & Tablets > Desktop & All-in-One Computers > All Desktops,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4848/4848810_sa.jpg
4784049,Beats by Dr. Dre - Geek Squad Certified Refurbished Solo 2 Headphones - Blush Rose,"RemoteTalk support for iOS devices; streamlined, lightweight construction; foldable design",199.99,Beats by Dr. Dre,Audio,On-Ear Headphones,Audio > Headphones > Over-Ear & On-Ear Headphones > On-Ear Headphones,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4784/4784049_sa.jpg
8313152,Dynex™ - 7' Cat-6 Network Cable - Gray,"Connects an Ethernet-enabled device to a 10/100/1000 Gbps Ethernet network; snag-free, gold-plated RJ-45 8P-to-8C connectors",7.99,Dynex™,Computers & Tablets,Network Cables,Computers & Tablets > Computer Accessories & Peripherals > Cables & Connectors > Network Cables,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/8313/8313152_sa.jpg
4538501,Apple - Smart Cover for Apple® iPad® mini 4 - Red,Compatible with Apple iPad mini 4; polyurethane material; doubles as a stand; wake-and-sleep capability,39.99,Apple,Computers & Tablets,"Cases, Covers & Keyboard Folios","Computers & Tablets > iPad & Tablet Accessories > Cases, Covers & Keyboard Folios",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4538/4538501_sa.jpg
1582408,"Metra - Tuner Bypass for Select Buick, Chevrolet and Pontiac Vehicles","From our expanded online assortment; compatible with select Buick, Chevrolet and Pontiac vehicles; allows the connection of an aftermarket radio to your vehicle's harness",49.99,Metra,Car Electronics & GPS,Radio Replacement Modules,Car Electronics & GPS > Car Installation Parts & Accessories > Car Audio Installation Parts > Deck Installation Parts > Radio Replacement Modules,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1582/1582408_rc.jpg
9749409,Disney/Pixar Toy Story 3 - Nintendo Wii,"Help Woody, Buzz Lightyear and their friends stay together",14.99,Disney Interactive Studios,Video Games,Wii Games,Video Games > Wii > Wii Games,Game,http://img.bbystatic.com/BestBuy_US/images/products/9749/9749409_sa.jpg
5352061,3DR - Solo Gimbal - Black,Compatible with most GoPro cameras; designed for use with 3DR Solo Drones; helps you add photo and video capability to your drone; 3-axis design,199.99,3DR,"Toys, Games & Drones",Gimbals,"Toys, Games & Drones > Drones & Accessories > Drone Accessories > Gimbals",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/5352/5352061_rc.jpg
6938083,Solidoodle - 4 3D Printer - Black,Print plastic partsThumbwheel calibration control,999.99,Solidoodle,Connected Home & Housewares,3D Printers & Filament,"Connected Home & Housewares > Office Electronics > Printers, Ink & Toner > 3D Printers & Filament",HardGood,http://img.bbystatic.com/BestBuy_US/images/products/6938/6938083_sa.jpg
2960383,Ben 10 Omniverse 2 - PRE-OWNED - Nintendo 3DS,"Set off on fast-paced, action-packed, alien-filled adventure",9.99,D3Publisher,Video Games,Pre-Owned Games,Video Games > Pre-Owned Games,Game,http://img.bbystatic.com/BestBuy_US/images/products/2960/2960383_sa.jpg
4939048,Belkin - AIR PROTECT Grip Candy SE Case for Samsung Galaxy S 5 Cell Phones - Clear/Gravel,Compatible with Samsung Galaxy S 5 cell phones; plastic material; textured edges; flexible construction; play-through design,29.99,Belkin,Cell Phones,Cell Phone Cases & Clips,Cell Phones > Cell Phone Accessories > Cell Phone Cases & Clips,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4939/4939048_sa.jpg
2162601,Nikon - D7100 DSLR Camera with 18-140mm and 55-300mm VR Lens Kit - Black,"24.1-megapixel, DX-format CMOS sensorISO 100-6400, expandable to 25,600Shooting speeds up to 6 fps51 focus points (15 cross-type)",2129.99,Nikon,Cameras & Camcorders,DSLR Body & Lens,Cameras & Camcorders > Digital Cameras > Digital SLR Cameras > DSLR Body & Lens,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/2162/2162601_sa.jpg
7170189,Canon - EF 100mm f/2.8 USM Macro Lens - Black,Compatible with most Canon DSLR cameras; UltraSonic Motor (USM) autofocus; accommodates 58mm filters; 1' minimum focusing distance,599.99,Canon,Cameras & Camcorders,DSLR Lenses,Cameras & Camcorders > Digital Camera Accessories > Camera Lenses > DSLR Lenses,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/7170/7170189_rc.jpg
4624401,Griffin Technology - Charging Stand for Apple Watch™ - Black,GRIFFIN TECHNOLOGY Charging Stand for Apple Watch: Compatible with Apple Watch; 2 USB ports; built-in cable management,59.99,Griffin Technology,Wearable Technology,Apple Watch Stands & Docks,Wearable Technology > Apple Watch > Apple Watch Accessories > Apple Watch Stands & Docks,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4624/4624401_rc.jpg
8653269,Samson - Tourtek 50' Instrument Cable - Black,"SAMSON Tourtek 50' Instrument Cable: Compatible with most instruments and audio components with a 1/4"" interface; Neutrik connectors; inner stranded-copper conductors; dual-layer PVC and carbon insulators; braided copper shielding; PVC jacket",24.99,Samson,Musical Instruments,Musical Instrument Cables,Musical Instruments > Musical Instrument Accessories > Musical Instrument Cables,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/8653/8653269_sa.jpg
8526048,Motorola - Wireless Baby Monitor - White,"MOTOROLA Wireless Baby Monitor: Approximately 100' range with 2.4GHz receiver; Wi-Fi for remote viewing on compatible devices; IR night vision; remote pan, tilt and zoom functionalities; 2-way communication; sound, motion and temperature alerts; 5 lullabies",229.99,Motorola,Connected Home & Housewares,Baby Monitors,Connected Home & Housewares > Connected Home > Baby Monitors,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/8526/8526048_sa.jpg
4859652,Belkin - MIXIT Metallic Wall Charger - Rose Gold,Compatible with most USB-enabled devices; Versatile Ti chipset; Sleek design with metallic finish; Smart circuit protection.,29.99,Belkin,Cell Phones,"Adapters, Cables & Chargers","Cell Phones > Cell Phone Accessories > Adapters, Cables & Chargers",HardGood,http://img.bbystatic.com/BestBuy_US/images/pac/products/1314/1314412800/1314412800_sa.jpg
7717058,KitchenAid - 46-Bottle Wine Cellar - Custom Panel Ready,Electronic touch controls; 2 temperature-controlled zones; SatinGlide wire shelves with wooden front trim; UV-protected thermal glass door; automatic LED lighting; built-in or freestanding design,1949.99,KitchenAid,Appliances,All Refrigerators,Appliances > Refrigerators > All Refrigerators,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/7717/7717058_sa.jpg
4266104,Apple - 12.9-Inch iPad Pro with Wi-Fi + Cellular - 128GB - Silver,12.9-inch (diagonal) Retina DisplayA9X third-generation chip with 64-bit architectureM9 motion coprocessorFaceTime HD cameraiSight cameraTouch IDApple Pay,1079.99,Apple,Computers & Tablets,iPad Pro 12.9-inch,Computers & Tablets > Tablets > iPad > iPad Pro 12.9-inch,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4266/4266104_sa.jpg
9470113,First Alert - AM/FM Weather Band Clock Radio - Red/Black,"FIRST ALERT AM/FM Weather Band Clock Radio: 20 presets (10 AM, 10 FM); 7 weather band frequencies; S.A.M.E. (Specific Area Message Encoder) weather alert; auxiliary input jack; multifunction 0.6"" blue-backlit LCD; dimmer control; telescopic antenna",69.99,First Alert,Audio,Bluetooth & Wireless Speakers,Audio > Bluetooth & Wireless Speakers,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/9470/9470113_sa.jpg
1967074,LEGO Marvel Super Heroes - PlayStation 4,Dive into the Marvel universe and save the world,19.99,Traveller's Tales,Video Games,PS4 Games,Video Games > PlayStation 4 > PS4 Games,Game,http://img.bbystatic.com/BestBuy_US/images/products/1967/1967074_sa.jpg
1585496,Lorex - Add-On Wireless Pan-Tilt Camera for Lorex Baby CARE 'N' SHARE Baby Monitors - White,"Compatible with Lorex Baby CARE 'N' SHARE baby monitors; 1/6.5"" color image sensor; IR night vision up to 12'; 2-way talk; Sleep & Soothe sounds",129.99,Lorex,Connected Home & Housewares,Baby Monitors,Connected Home & Housewares > Connected Home > Baby Monitors,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1585/1585496_sa.jpg
